row,obs,id,task,alt,choice,none,brand_1,brand_2,ftlabel,cocoa_low,cocoa_high,price,female,age_26
4122,1374,249,2,3,0,1,0,0,0,0,0,0,0,1
4123,1375,249,3,1,1,0,1,0,1,0,1,1.49,0,1
4124,1375,249,3,2,0,0,-1,-1,1,-1,-1,0.89,0,1
4125,1375,249,3,3,0,1,0,0,0,0,0,0,0,1
4126,1376,249,4,1,0,0,0,1,1,-1,-1,0.99,0,1
4127,1376,249,4,2,1,0,-1,-1,-1,0,1,1.19,0,1
4128,1376,249,4,3,0,1,0,0,0,0,0,0,0,1
4129,1377,249,5,1,1,0,-1,-1,-1,0,1,0.99,0,1
4130,1377,249,5,2,0,0,1,0,-1,-1,-1,0.89,0,1
4131,1377,249,5,3,0,1,0,0,0,0,0,0,0,1
4132,1378,249,6,1,0,0,0,1,1,0,1,1.99,0,1
4133,1378,249,6,2,1,0,1,0,-1,0,1,0.89,0,1
4134,1378,249,6,3,0,1,0,0,0,0,0,0,0,1
4135,1379,249,7,1,1,0,1,0,1,1,0,1.19,0,1
4136,1379,249,7,2,0,0,0,1,-1,1,0,1.99,0,1
4137,1379,249,7,3,0,1,0,0,0,0,0,0,0,1
4138,1380,249,8,1,0,0,1,0,1,-1,-1,1.99,0,1
4139,1380,249,8,2,1,0,0,1,1,0,1,0.89,0,1
4140,1380,249,8,3,0,1,0,0,0,0,0,0,0,1
4141,1381,249,9,1,0,0,0,1,1,1,0,1.19,0,1
4142,1381,249,9,2,1,0,-1,-1,-1,1,0,0.99,0,1
4143,1381,249,9,3,0,1,0,0,0,0,0,0,0,1
4144,1382,249,10,1,0,0,1,0,-1,-1,-1,1.99,0,1
4145,1382,249,10,2,1,0,0,1,-1,-1,-1,0.99,0,1
4146,1382,249,10,3,0,1,0,0,0,0,0,0,0,1
4147,1383,249,11,1,1,0,-1,-1,1,-1,-1,1.49,0,1
4148,1383,249,11,2,0,0,1,0,1,1,0,0.99,0,1
4149,1383,249,11,3,0,1,0,0,0,0,0,0,0,1
4150,1384,249,12,1,0,0,-1,-1,1,0,1,1.99,0,1
4151,1384,249,12,2,1,0,1,0,-1,-1,-1,1.19,0,1
4152,1384,249,12,3,0,1,0,0,0,0,0,0,0,1
4153,1385,249,13,1,0,0,0,1,-1,1,0,0.89,0,1
4154,1385,249,13,2,1,0,-1,-1,1,1,0,1.49,0,1
4155,1385,249,13,3,0,1,0,0,0,0,0,0,0,1
4156,1386,249,14,1,0,0,0,1,-1,-1,-1,1.49,0,1
4157,1386,249,14,2,1,0,1,0,1,0,1,0.99,0,1
4158,1386,249,14,3,0,1,0,0,0,0,0,0,0,1
4159,1387,250,1,1,0,0,1,0,-1,0,1,0.99,0,0
4160,1387,250,1,2,1,0,0,1,1,0,1,1.19,0,0
4161,1387,250,1,3,0,1,0,0,0,0,0,0,0,0
4162,1388,250,2,1,0,0,0,1,-1,-1,-1,0.89,0,0
4163,1388,250,2,2,1,0,-1,-1,1,0,1,0.99,0,0
4164,1388,250,2,3,0,1,0,0,0,0,0,0,0,0
4165,1389,250,3,1,0,0,1,0,-1,-1,-1,0.89,0,0
4166,1389,250,3,2,0,0,0,1,1,1,0,1.99,0,0
4167,1389,250,3,3,1,1,0,0,0,0,0,0,0,0
4168,1390,250,4,1,1,0,1,0,1,-1,-1,0.99,0,0
4169,1390,250,4,2,0,0,0,1,1,0,1,0.89,0,0
4170,1390,250,4,3,0,1,0,0,0,0,0,0,0,0
4171,1391,250,5,1,0,0,-1,-1,-1,0,1,1.49,0,0
4172,1391,250,5,2,0,0,0,1,-1,0,1,1.99,0,0
4173,1391,250,5,3,1,1,0,0,0,0,0,0,0,0
4174,1392,250,6,1,0,0,0,1,-1,1,0,1.19,0,0
4175,1392,250,6,2,0,0,-1,-1,1,1,0,1.49,0,0
4176,1392,250,6,3,1,1,0,0,0,0,0,0,0,0
4177,1393,250,7,1,1,0,-1,-1,1,0,1,0.89,0,0
4178,1393,250,7,2,0,0,0,1,-1,0,1,1.49,0,0
4179,1393,250,7,3,0,1,0,0,0,0,0,0,0,0
4180,1394,250,8,1,0,0,1,0,1,1,0,1.19,0,0
4181,1394,250,8,2,1,0,0,1,1,1,0,0.99,0,0
4182,1394,250,8,3,0,1,0,0,0,0,0,0,0,0
4183,1395,250,9,1,0,0,1,0,1,-1,-1,1.49,0,0
4184,1395,250,9,2,1,0,-1,-1,1,1,0,0.89,0,0
4185,1395,250,9,3,0,1,0,0,0,0,0,0,0,0
4186,1396,250,10,1,0,0,1,0,-1,0,1,1.19,0,0
4187,1396,250,10,2,0,0,0,1,1,-1,-1,1.49,0,0
4188,1396,250,10,3,1,1,0,0,0,0,0,0,0,0
4189,1397,250,11,1,1,0,0,1,-1,-1,-1,0.99,0,0
4190,1397,250,11,2,0,0,-1,-1,-1,-1,-1,1.99,0,0
4191,1397,250,11,3,0,1,0,0,0,0,0,0,0,0
4192,1398,250,12,1,0,0,1,0,1,0,1,1.99,0,0
4193,1398,250,12,2,0,0,-1,-1,-1,1,0,0.99,0,0
4194,1398,250,12,3,1,1,0,0,0,0,0,0,0,0
4195,1399,250,13,1,1,0,1,0,-1,1,0,0.89,0,0
4196,1399,250,13,2,0,0,-1,-1,1,-1,-1,1.19,0,0
4197,1399,250,13,3,0,1,0,0,0,0,0,0,0,0
4198,1400,250,14,1,0,0,-1,-1,-1,-1,-1,1.19,0,0
4199,1400,250,14,2,0,0,1,0,-1,1,0,1.99,0,0
4200,1400,250,14,3,1,1,0,0,0,0,0,0,0,0
4201,1401,251,1,1,0,0,1,0,-1,1,0,1.99,0,0
4202,1401,251,1,2,0,0,-1,-1,-1,-1,-1,1.19,0,0
4203,1401,251,1,3,1,1,0,0,0,0,0,0,0,0
4204,1402,251,2,1,1,0,-1,-1,1,0,1,0.99,0,0
4205,1402,251,2,2,0,0,1,0,1,-1,-1,1.49,0,0
4206,1402,251,2,3,0,1,0,0,0,0,0,0,0,0
4207,1403,251,3,1,0,0,0,1,-1,1,0,1.19,0,0
4208,1403,251,3,2,0,0,1,0,-1,1,0,1.49,0,0
4209,1403,251,3,3,1,1,0,0,0,0,0,0,0,0
4210,1404,251,4,1,0,0,1,0,-1,-1,-1,0.99,0,0
4211,1404,251,4,2,0,0,0,1,1,-1,-1,1.99,0,0
4212,1404,251,4,3,1,1,0,0,0,0,0,0,0,0
4213,1405,251,5,1,0,0,0,1,1,0,1,1.19,0,0
4214,1405,251,5,2,1,0,1,0,-1,0,1,0.89,0,0
4215,1405,251,5,3,0,1,0,0,0,0,0,0,0,0
4216,1406,251,6,1,0,0,-1,-1,1,1,0,1.99,0,0
4217,1406,251,6,2,0,0,1,0,-1,1,0,0.89,0,0
4218,1406,251,6,3,1,1,0,0,0,0,0,0,0,0
4219,1407,251,7,1,0,0,-1,-1,1,-1,-1,1.49,0,0
4220,1407,251,7,2,0,0,0,1,-1,-1,-1,0.99,0,0
4221,1407,251,7,3,1,1,0,0,0,0,0,0,0,0
4222,1408,251,8,1,1,0,1,0,1,0,1,0.99,0,0
4223,1408,251,8,2,0,0,0,1,1,-1,-1,0.89,0,0
4224,1408,251,8,3,0,1,0,0,0,0,0,0,0,0
4225,1409,251,9,1,0,0,0,1,1,1,0,1.49,0,0
4226,1409,251,9,2,1,0,-1,-1,-1,0,1,0.89,0,0
4227,1409,251,9,3,0,1,0,0,0,0,0,0,0,0
4228,1410,251,10,1,1,0,1,0,1,0,1,1.19,0,0
4229,1410,251,10,2,0,0,0,1,-1,1,0,0.99,0,0
4230,1410,251,10,3,0,1,0,0,0,0,0,0,0,0
4231,1411,251,11,1,0,0,1,0,1,1,0,1.19,0,0
4232,1411,251,11,2,0,0,-1,-1,1,1,0,0.99,0,0
4233,1411,251,11,3,1,1,0,0,0,0,0,0,0,0
4234,1412,251,12,1,0,0,-1,-1,-1,-1,-1,1.19,0,0
4235,1412,251,12,2,1,0,0,1,-1,0,1,1.49,0,0
4236,1412,251,12,3,0,1,0,0,0,0,0,0,0,0
4237,1413,251,13,1,1,0,-1,-1,-1,0,1,1.49,0,0
4238,1413,251,13,2,0,0,1,0,1,-1,-1,1.99,0,0
4239,1413,251,13,3,0,1,0,0,0,0,0,0,0,0
4240,1414,251,14,1,1,0,0,1,-1,0,1,1.99,0,0
4241,1414,251,14,2,0,0,-1,-1,1,1,0,0.89,0,0
4242,1414,251,14,3,0,1,0,0,0,0,0,0,0,0
4243,1415,252,1,1,1,0,0,1,1,0,1,0.89,0,0
4244,1415,252,1,2,0,0,-1,-1,-1,-1,-1,0.99,0,0
4245,1415,252,1,3,0,1,0,0,0,0,0,0,0,0
4246,1416,252,2,1,1,0,0,1,1,0,1,0.99,0,0
4247,1416,252,2,2,0,0,-1,-1,-1,1,0,1.49,0,0
4248,1416,252,2,3,0,1,0,0,0,0,0,0,0,0
4249,1417,252,3,1,0,0,0,1,-1,-1,-1,1.99,0,0
4250,1417,252,3,2,1,0,-1,-1,1,1,0,0.89,0,0
4251,1417,252,3,3,0,1,0,0,0,0,0,0,0,0
4252,1418,252,4,1,0,0,-1,-1,1,0,1,1.99,0,0
4253,1418,252,4,2,1,0,1,0,-1,0,1,0.89,0,0
4254,1418,252,4,3,0,1,0,0,0,0,0,0,0,0
4255,1419,252,5,1,1,0,1,0,-1,0,1,0.99,0,0
4256,1419,252,5,2,0,0,-1,-1,1,-1,-1,1.49,0,0
4257,1419,252,5,3,0,1,0,0,0,0,0,0,0,0
4258,1420,252,6,1,0,0,0,1,1,1,0,1.19,0,0
4259,1420,252,6,2,1,0,1,0,-1,1,0,0.89,0,0
4260,1420,252,6,3,0,1,0,0,0,0,0,0,0,0
4261,1421,252,7,1,1,0,1,0,-1,1,0,1.99,0,0
4262,1421,252,7,2,0,0,-1,-1,-1,0,1,1.19,0,0
4263,1421,252,7,3,0,1,0,0,0,0,0,0,0,0
4264,1422,252,8,1,1,0,0,1,1,-1,-1,1.49,0,0
4265,1422,252,8,2,0,0,1,0,1,-1,-1,1.99,0,0
4266,1422,252,8,3,0,1,0,0,0,0,0,0,0,0
4267,1423,252,9,1,0,0,0,1,-1,-1,-1,0.99,0,0
4268,1423,252,9,2,1,0,1,0,-1,-1,-1,1.19,0,0
4269,1423,252,9,3,0,1,0,0,0,0,0,0,0,0
4270,1424,252,10,1,1,0,1,0,1,1,0,0.99,0,0
4271,1424,252,10,2,0,0,0,1,-1,1,0,1.19,0,0
4272,1424,252,10,3,0,1,0,0,0,0,0,0,0,0
4273,1425,252,11,1,0,0,1,0,1,0,1,1.49,0,0
4274,1425,252,11,2,1,0,0,1,1,-1,-1,0.89,0,0
4275,1425,252,11,3,0,1,0,0,0,0,0,0,0,0
4276,1426,252,12,1,0,0,-1,-1,1,0,1,1.99,0,0
4277,1426,252,12,2,1,0,0,1,-1,0,1,1.49,0,0
4278,1426,252,12,3,0,1,0,0,0,0,0,0,0,0
4279,1427,252,13,1,1,0,1,0,1,-1,-1,1.19,0,0
4280,1427,252,13,2,0,0,-1,-1,1,1,0,0.99,0,0
4281,1427,252,13,3,0,1,0,0,0,0,0,0,0,0
4282,1428,252,14,1,0,0,-1,-1,-1,-1,-1,0.89,0,0
4283,1428,252,14,2,1,0,0,1,-1,1,0,1.99,0,0
4284,1428,252,14,3,0,1,0,0,0,0,0,0,0,0
4285,1429,253,1,1,1,0,1,0,1,-1,-1,1.19,1,0
4286,1429,253,1,2,0,0,0,1,-1,-1,-1,1.99,1,0
4287,1429,253,1,3,0,1,0,0,0,0,0,0,1,0
4288,1430,253,2,1,0,0,-1,-1,1,0,1,0.99,1,0
4289,1430,253,2,2,1,0,1,0,1,-1,-1,1.19,1,0
4290,1430,253,2,3,0,1,0,0,0,0,0,0,1,0
4291,1431,253,3,1,1,0,1,0,-1,0,1,1.99,1,0
4292,1431,253,3,2,0,0,0,1,-1,1,0,1.49,1,0
4293,1431,253,3,3,0,1,0,0,0,0,0,0,1,0
4294,1432,253,4,1,0,0,0,1,1,1,0,0.99,1,0
4295,1432,253,4,2,1,0,-1,-1,-1,1,0,0.89,1,0
4296,1432,253,4,3,0,1,0,0,0,0,0,0,1,0
4297,1433,253,5,1,1,0,1,0,1,1,0,0.89,1,0
4298,1433,253,5,2,0,0,-1,-1,-1,-1,-1,0.99,1,0
4299,1433,253,5,3,0,1,0,0,0,0,0,0,1,0
4300,1434,253,6,1,0,0,-1,-1,1,-1,-1,1.49,1,0
4301,1434,253,6,2,1,0,0,1,1,-1,-1,0.89,1,0
4302,1434,253,6,3,0,1,0,0,0,0,0,0,1,0
4303,1435,253,7,1,0,0,0,1,-1,0,1,1.19,1,0
4304,1435,253,7,2,1,0,1,0,-1,0,1,1.49,1,0
4305,1435,253,7,3,0,1,0,0,0,0,0,0,1,0
4306,1436,253,8,1,0,0,-1,-1,-1,-1,-1,1.19,1,0
4307,1436,253,8,2,1,0,0,1,-1,-1,-1,0.99,1,0
4308,1436,253,8,3,0,1,0,0,0,0,0,0,1,0
4309,1437,253,9,1,0,0,-1,-1,-1,0,1,0.89,1,0
4310,1437,253,9,2,1,0,1,0,1,1,0,1.99,1,0
4311,1437,253,9,3,0,1,0,0,0,0,0,0,1,0
4312,1438,253,10,1,0,0,-1,-1,-1,1,0,1.99,1,0
4313,1438,253,10,2,1,0,0,1,1,0,1,1.49,1,0
4314,1438,253,10,3,0,1,0,0,0,0,0,0,1,0
4315,1439,253,11,1,1,0,1,0,1,1,0,0.99,1,0
4316,1439,253,11,2,0,0,-1,-1,1,0,1,1.19,1,0
4317,1439,253,11,3,0,1,0,0,0,0,0,0,1,0
4318,1440,253,12,1,1,0,1,0,-1,-1,-1,1.49,1,0
4319,1440,253,12,2,0,0,0,1,1,0,1,0.89,1,0
4320,1440,253,12,3,0,1,0,0,0,0,0,0,1,0
4321,1441,253,13,1,0,0,0,1,1,-1,-1,1.99,1,0
4322,1441,253,13,2,1,0,1,0,-1,0,1,0.99,1,0
4323,1441,253,13,3,0,1,0,0,0,0,0,0,1,0
4324,1442,253,14,1,0,0,-1,-1,1,1,0,1.49,1,0
4325,1442,253,14,2,1,0,0,1,-1,1,0,1.19,1,0
4326,1442,253,14,3,0,1,0,0,0,0,0,0,1,0
4327,1443,254,1,1,0,0,1,0,1,-1,-1,1.99,0,0
4328,1443,254,1,2,0,0,-1,-1,1,-1,-1,0.89,0,0
4329,1443,254,1,3,1,1,0,0,0,0,0,0,0,0
4330,1444,254,2,1,1,0,0,1,1,1,0,0.89,0,0
4331,1444,254,2,2,0,0,1,0,-1,0,1,1.49,0,0
4332,1444,254,2,3,0,1,0,0,0,0,0,0,0,0
4333,1445,254,3,1,0,0,1,0,1,-1,-1,1.19,0,0
4334,1445,254,3,2,0,0,-1,-1,1,0,1,1.99,0,0
4335,1445,254,3,3,1,1,0,0,0,0,0,0,0,0
4336,1446,254,4,1,0,0,-1,-1,1,0,1,1.49,0,0
4337,1446,254,4,2,0,0,0,1,-1,-1,-1,1.99,0,0
4338,1446,254,4,3,1,1,0,0,0,0,0,0,0,0
4339,1447,254,5,1,0,0,-1,-1,-1,-1,-1,1.49,0,0
4340,1447,254,5,2,0,0,0,1,1,0,1,1.99,0,0
4341,1447,254,5,3,1,1,0,0,0,0,0,0,0,0
4342,1448,254,6,1,1,0,1,0,1,1,0,1.19,0,0
4343,1448,254,6,2,0,0,0,1,-1,1,0,0.99,0,0
4344,1448,254,6,3,0,1,0,0,0,0,0,0,0,0
4345,1449,254,7,1,0,0,1,0,-1,1,0,1.99,0,0
4346,1449,254,7,2,1,0,0,1,1,1,0,0.99,0,0
4347,1449,254,7,3,0,1,0,0,0,0,0,0,0,0
4348,1450,254,8,1,0,0,1,0,-1,-1,-1,0.99,0,0
4349,1450,254,8,2,1,0,-1,-1,-1,1,0,0.89,0,0
4350,1450,254,8,3,0,1,0,0,0,0,0,0,0,0
4351,1451,254,9,1,0,0,1,0,-1,0,1,0.89,0,0
4352,1451,254,9,2,0,0,-1,-1,-1,1,0,1.99,0,0
4353,1451,254,9,3,1,1,0,0,0,0,0,0,0,0
4354,1452,254,10,1,0,0,1,0,1,0,1,0.99,0,0
4355,1452,254,10,2,0,0,0,1,1,0,1,0.89,0,0
4356,1452,254,10,3,1,1,0,0,0,0,0,0,0,0
4357,1453,254,11,1,0,0,0,1,-1,0,1,1.19,0,0
4358,1453,254,11,2,0,0,-1,-1,-1,0,1,0.99,0,0
4359,1453,254,11,3,1,1,0,0,0,0,0,0,0,0
4360,1454,254,12,1,1,0,1,0,1,1,0,1.49,0,0
4361,1454,254,12,2,0,0,0,1,-1,-1,-1,1.19,0,0
4362,1454,254,12,3,0,1,0,0,0,0,0,0,0,0
4363,1455,254,13,1,0,0,1,0,-1,-1,-1,0.89,0,0
4364,1455,254,13,2,0,0,-1,-1,1,-1,-1,0.99,0,0
4365,1455,254,13,3,1,1,0,0,0,0,0,0,0,0
4366,1456,254,14,1,0,0,0,1,1,-1,-1,1.49,0,0
4367,1456,254,14,2,1,0,-1,-1,-1,1,0,1.19,0,0
4368,1456,254,14,3,0,1,0,0,0,0,0,0,0,0
4369,1457,257,1,1,0,0,-1,-1,1,0,1,1.99,1,0
4370,1457,257,1,2,1,0,1,0,-1,-1,-1,0.89,1,0
4371,1457,257,1,3,0,1,0,0,0,0,0,0,1,0
4372,1458,257,2,1,0,0,0,1,-1,0,1,1.49,1,0
4373,1458,257,2,2,1,0,1,0,1,1,0,0.89,1,0
4374,1458,257,2,3,0,1,0,0,0,0,0,0,1,0
4375,1459,257,3,1,1,0,1,0,1,-1,-1,0.99,1,0
4376,1459,257,3,2,0,0,0,1,-1,-1,-1,0.89,1,0
4377,1459,257,3,3,0,1,0,0,0,0,0,0,1,0
4378,1460,257,4,1,0,0,0,1,1,0,1,0.89,1,0
4379,1460,257,4,2,1,0,1,0,1,1,0,1.19,1,0
4380,1460,257,4,3,0,1,0,0,0,0,0,0,1,0
4381,1461,257,5,1,1,0,-1,-1,1,-1,-1,1.19,1,0
4382,1461,257,5,2,0,0,1,0,-1,0,1,1.99,1,0
4383,1461,257,5,3,0,1,0,0,0,0,0,0,1,0
4384,1462,257,6,1,0,0,1,0,1,-1,-1,1.99,1,0
4385,1462,257,6,2,1,0,0,1,-1,-1,-1,0.99,1,0
4386,1462,257,6,3,0,1,0,0,0,0,0,0,1,0
4387,1463,257,7,1,0,0,0,1,-1,0,1,1.19,1,0
4388,1463,257,7,2,1,0,-1,-1,-1,0,1,0.99,1,0
4389,1463,257,7,3,0,1,0,0,0,0,0,0,1,0
4390,1464,257,8,1,0,0,-1,-1,-1,1,0,0.89,1,0
4391,1464,257,8,2,1,0,1,0,-1,1,0,1.49,1,0
4392,1464,257,8,3,0,1,0,0,0,0,0,0,1,0
4393,1465,257,9,1,0,0,-1,-1,1,0,1,0.89,1,0
4394,1465,257,9,2,1,0,1,0,-1,0,1,1.19,1,0
4395,1465,257,9,3,0,1,0,0,0,0,0,0,1,0
4396,1466,257,10,1,1,0,-1,-1,1,-1,-1,1.49,1,0
4397,1466,257,10,2,0,0,0,1,1,1,0,1.99,1,0
4398,1466,257,10,3,0,1,0,0,0,0,0,0,1,0
4399,1467,257,11,1,1,0,-1,-1,-1,1,0,1.49,1,0
4400,1467,257,11,2,0,0,0,1,1,-1,-1,1.19,1,0
4401,1467,257,11,3,0,1,0,0,0,0,0,0,1,0
4402,1468,257,12,1,0,0,0,1,1,1,0,0.99,1,0
4403,1468,257,12,2,1,0,-1,-1,-1,-1,-1,1.99,1,0
4404,1468,257,12,3,0,1,0,0,0,0,0,0,1,0
4405,1469,257,13,1,0,0,0,1,-1,1,0,1.99,1,0
4406,1469,257,13,2,1,0,-1,-1,-1,1,0,1.19,1,0
4407,1469,257,13,3,0,1,0,0,0,0,0,0,1,0
4408,1470,257,14,1,0,0,-1,-1,1,1,0,0.99,1,0
4409,1470,257,14,2,1,0,1,0,1,0,1,1.49,1,0
4410,1470,257,14,3,0,1,0,0,0,0,0,0,1,0
4411,1471,258,1,1,0,0,1,0,-1,1,0,1.99,0,0
4412,1471,258,1,2,1,0,0,1,1,1,0,1.19,0,0
4413,1471,258,1,3,0,1,0,0,0,0,0,0,0,0
4414,1472,258,2,1,0,0,-1,-1,-1,-1,-1,0.89,0,0
4415,1472,258,2,2,1,0,1,0,1,-1,-1,0.99,0,0
4416,1472,258,2,3,0,1,0,0,0,0,0,0,0,0
4417,1473,258,3,1,1,0,1,0,-1,1,0,1.19,0,0
4418,1473,258,3,2,0,0,0,1,1,0,1,0.89,0,0
4419,1473,258,3,3,0,1,0,0,0,0,0,0,0,0
4420,1474,258,4,1,1,0,0,1,-1,0,1,0.99,0,0
4421,1474,258,4,2,0,0,-1,-1,-1,0,1,1.19,0,0
4422,1474,258,4,3,0,1,0,0,0,0,0,0,0,0
4423,1475,258,5,1,0,0,0,1,1,1,0,0.89,0,0
4424,1475,258,5,2,1,0,-1,-1,1,-1,-1,1.19,0,0
4425,1475,258,5,3,0,1,0,0,0,0,0,0,0,0
4426,1476,258,6,1,1,0,0,1,-1,1,0,0.99,0,0
4427,1476,258,6,2,0,0,1,0,1,1,0,1.99,0,0
4428,1476,258,6,3,0,1,0,0,0,0,0,0,0,0
4429,1477,258,7,1,0,0,-1,-1,1,0,1,1.99,0,0
4430,1477,258,7,2,1,0,0,1,1,-1,-1,1.49,0,0
4431,1477,258,7,3,0,1,0,0,0,0,0,0,0,0
4432,1478,258,8,1,0,0,-1,-1,1,1,0,0.99,0,0
4433,1478,258,8,2,1,0,1,0,1,0,1,0.89,0,0
4434,1478,258,8,3,0,1,0,0,0,0,0,0,0,0
4435,1479,258,9,1,1,0,-1,-1,-1,1,0,1.49,0,0
4436,1479,258,9,2,0,0,0,1,-1,0,1,1.19,0,0
4437,1479,258,9,3,0,1,0,0,0,0,0,0,0,0
4438,1480,258,10,1,0,0,0,1,1,-1,-1,1.99,0,0
4439,1480,258,10,2,1,0,1,0,-1,-1,-1,0.99,0,0
4440,1480,258,10,3,0,1,0,0,0,0,0,0,0,0
4441,1481,258,11,1,1,0,0,1,-1,-1,-1,1.49,0,0
4442,1481,258,11,2,0,0,-1,-1,-1,0,1,1.99,0,0
4443,1481,258,11,3,0,1,0,0,0,0,0,0,0,0
4444,1482,258,12,1,0,0,0,1,-1,-1,-1,1.99,0,0
4445,1482,258,12,2,1,0,1,0,1,0,1,1.49,0,0
4446,1482,258,12,3,0,1,0,0,0,0,0,0,0,0
4447,1483,258,13,1,0,0,-1,-1,1,1,0,1.49,0,0
4448,1483,258,13,2,1,0,1,0,-1,0,1,0.89,0,0
4449,1483,258,13,3,0,1,0,0,0,0,0,0,0,0
4450,1484,258,14,1,0,0,1,0,1,-1,-1,1.19,0,0
4451,1484,258,14,2,1,0,-1,-1,-1,-1,-1,0.89,0,0
4452,1484,258,14,3,0,1,0,0,0,0,0,0,0,0
4453,1485,259,1,1,0,0,0,1,-1,1,0,1.19,0,0
4454,1485,259,1,2,1,0,-1,-1,1,0,1,0.99,0,0
4455,1485,259,1,3,0,1,0,0,0,0,0,0,0,0
4456,1486,259,2,1,1,0,1,0,1,0,1,0.89,0,0
4457,1486,259,2,2,0,0,-1,-1,1,0,1,1.99,0,0
4458,1486,259,2,3,0,1,0,0,0,0,0,0,0,0
4459,1487,259,3,1,1,0,1,0,-1,0,1,1.49,0,0
4460,1487,259,3,2,0,0,0,1,1,0,1,1.19,0,0
4461,1487,259,3,3,0,1,0,0,0,0,0,0,0,0
4462,1488,259,4,1,1,0,1,0,-1,-1,-1,0.99,0,0
4463,1488,259,4,2,0,0,-1,-1,1,1,0,1.99,0,0
4464,1488,259,4,3,0,1,0,0,0,0,0,0,0,0
4465,1489,259,5,1,1,0,-1,-1,-1,-1,-1,1.19,0,0
4466,1489,259,5,2,0,0,0,1,1,-1,-1,0.89,0,0
4467,1489,259,5,3,0,1,0,0,0,0,0,0,0,0
4468,1490,259,6,1,1,0,-1,-1,-1,0,1,1.19,0,0
4469,1490,259,6,2,0,0,0,1,-1,1,0,0.99,0,0
4470,1490,259,6,3,0,1,0,0,0,0,0,0,0,0
4471,1491,259,7,1,0,0,0,1,-1,-1,-1,1.99,0,0
4472,1491,259,7,2,1,0,-1,-1,-1,-1,-1,1.49,0,0
4473,1491,259,7,3,0,1,0,0,0,0,0,0,0,0
4474,1492,259,8,1,1,0,1,0,-1,0,1,0.99,0,0
4475,1492,259,8,2,0,0,-1,-1,-1,1,0,0.89,0,0
4476,1492,259,8,3,0,1,0,0,0,0,0,0,0,0
4477,1493,259,9,1,0,0,0,1,-1,0,1,1.99,0,0
4478,1493,259,9,2,1,0,-1,-1,1,-1,-1,1.49,0,0
4479,1493,259,9,3,0,1,0,0,0,0,0,0,0,0
4480,1494,259,10,1,0,0,0,1,1,0,1,1.49,0,0
4481,1494,259,10,2,0,0,1,0,-1,1,0,0.89,0,0
4482,1494,259,10,3,1,1,0,0,0,0,0,0,0,0
4483,1495,259,11,1,1,0,1,0,1,-1,-1,1.19,0,0
4484,1495,259,11,2,0,0,0,1,1,-1,-1,0.89,0,0
4485,1495,259,11,3,0,1,0,0,0,0,0,0,0,0
4486,1496,259,12,1,1,0,-1,-1,-1,0,1,0.89,0,0
4487,1496,259,12,2,0,0,1,0,1,1,0,1.19,0,0
4488,1496,259,12,3,0,1,0,0,0,0,0,0,0,0
4489,1497,259,13,1,0,0,-1,-1,1,1,0,0.99,0,0
4490,1497,259,13,2,0,0,1,0,-1,1,0,1.49,0,0
4491,1497,259,13,3,1,1,0,0,0,0,0,0,0,0
4492,1498,259,14,1,0,0,0,1,1,1,0,1.49,0,0
4493,1498,259,14,2,0,0,1,0,1,-1,-1,1.99,0,0
4494,1498,259,14,3,1,1,0,0,0,0,0,0,0,0
4495,1499,261,1,1,0,0,-1,-1,-1,1,0,1.49,0,1
4496,1499,261,1,2,1,0,1,0,1,-1,-1,1.19,0,1
4497,1499,261,1,3,0,1,0,0,0,0,0,0,0,1
4498,1500,261,2,1,1,0,0,1,1,0,1,1.99,0,1
4499,1500,261,2,2,0,0,-1,-1,-1,-1,-1,0.99,0,1
4500,1500,261,2,3,0,1,0,0,0,0,0,0,0,1
4501,1501,261,3,1,1,0,0,1,1,0,1,0.99,0,1
4502,1501,261,3,2,0,0,-1,-1,1,-1,-1,0.89,0,1
4503,1501,261,3,3,0,1,0,0,0,0,0,0,0,1
4504,1502,261,4,1,0,0,-1,-1,1,-1,-1,1.49,0,1
4505,1502,261,4,2,1,0,0,1,-1,-1,-1,0.89,0,1
4506,1502,261,4,3,0,1,0,0,0,0,0,0,0,1
4507,1503,261,5,1,1,0,1,0,1,1,0,1.19,0,1
4508,1503,261,5,2,0,0,0,1,-1,1,0,0.99,0,1
4509,1503,261,5,3,0,1,0,0,0,0,0,0,0,1
4510,1504,261,6,1,1,0,0,1,1,1,0,1.99,0,1
4511,1504,261,6,2,0,0,1,0,1,0,1,1.49,0,1
4512,1504,261,6,3,0,1,0,0,0,0,0,0,0,1
4513,1505,261,7,1,0,0,-1,-1,1,0,1,0.99,0,1
4514,1505,261,7,2,1,0,0,1,-1,1,0,1.19,0,1
4515,1505,261,7,3,0,1,0,0,0,0,0,0,0,1
4516,1506,261,8,1,0,0,0,1,-1,-1,-1,1.49,0,1
4517,1506,261,8,2,1,0,1,0,-1,0,1,0.89,0,1
4518,1506,261,8,3,0,1,0,0,0,0,0,0,0,1
4519,1507,261,9,1,1,0,1,0,-1,1,0,0.99,0,1
4520,1507,261,9,2,0,0,-1,-1,1,1,0,0.89,0,1
4521,1507,261,9,3,0,1,0,0,0,0,0,0,0,1
4522,1508,261,10,1,0,0,1,0,-1,-1,-1,1.99,0,1
4523,1508,261,10,2,1,0,0,1,1,-1,-1,1.19,0,1
4524,1508,261,10,3,0,1,0,0,0,0,0,0,0,1
